Bestandsnaam;Bestandsmappen;Bron_Onderwerp;Bron_Afzender;Bron_Ontvangstdatum;Bron_Emailadres;Map1;Map2;Map3;Map4;Situatie;Onderwerp;Relatietypering;Relatie;Kringlidtypering;Documenttypering
BD mededeling zorgtoeslag 2013-7-2017   Theo0748.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD Mededeling Zorgtoeslag 2014 11-11-2016   Theo0749.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2014 11-2-2017   Theo0750.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2014 11-3-2017   Theo0751.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2014 11-8-2017   Theo0752.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2014 12-10-2017   Theo0753.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2014 13-05-2017   Theo0754.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2014 13-12-2016   Theo0755.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2014   13-13-4-2017 Theo0756.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
Tarieven 20202269.pdf;N\:leverancier\energie\BudgetEnergie;;;;;leverancier;energie;BudgetEnergie;;Bezigheid;energiecontract;;BudgetEnergie;;
BD mededeling zorgtoeslag 2014 13-9-2017   Theo0757.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2014 14-6-2017   Theo0758.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2014-7-2017   Theo0759.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2015 10-10-2017   Theo0760.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2015 10-3-2017   Theo0761.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2015 12-05-2017   Theo0762.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD Mededeling Zorgtoeslag 2015 16-11-2016   Theo0763.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2015 4-4-2017   Theo0764.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2015 7-4-2017   Theo0765.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2015 7-9-2017   Theo0766.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2015 8-7-2017   Theo0767.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2015 9-2-2017   Theo0768.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2015 9-6-2017   Theo0769.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD mededeling zorgtoeslag 2015 9-8-2017   Theo0770.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD Voorschotbeschikking 2015 Theo   271220140771.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
BD Zoergtoeslag 14052016 Theo0772.pdf;N\:belasting\zorg\toeslag;;;;;belasting;zorg;toeslag;;Bezigheid;ziektekosten;;;;
Verzoek rechtsbijstand0190.pdf;N\:auto\Auto ongeluk\Juristiek;;;;;auto;Auto ongeluk;Juristiek;;Bezigheid;auto;;Juristiek;;Verzoek
VvE De Hofadstad overizhct   reserves0528.pdf;N\:belasting\inkomsten\2015\aangifte;;;;;belasting;inkomsten;2015;aangifte;Bezigheid;aangifte;;;;Aangifte
ZenW betalingbericht 30102015   Riet0529.pdf;N\:belasting\inkomsten\2015\aangifte;;;;;belasting;inkomsten;2015;aangifte;Bezigheid;aangifte;;;;Aangifte
ZenW Betalingsbericht 09102015   Riet0530.pdf;N\:belasting\inkomsten\2015\aangifte;;;;;belasting;inkomsten;2015;aangifte;Bezigheid;aangifte;;;;Aangifte
ZenW betalingsbericht 22102015   Riet0531.pdf;N\:belasting\inkomsten\2015\aangifte;;;;;belasting;inkomsten;2015;aangifte;Bezigheid;aangifte;;;;Aangifte
ZenW Pensioen Riet0532.pdf;N\:belasting\inkomsten\2015\aangifte;;;;;belasting;inkomsten;2015;aangifte;Bezigheid;aangifte;;;;Aangifte
Aangiftebriefinkomstenbelasting2016   Riet0533.pdf;N\:belasting\inkomsten\2016;;;;;belasting;inkomsten;2016;;Bezigheid;aangifte;;;;Aangifte
BD Aanmaning aangifte 2016 Riet   7-7-20170534.pdf;N\:belasting\inkomsten\2016;;;;;belasting;inkomsten;2016;;Bezigheid;aangifte;;;;Aangifte
BD Aanslag inkomstenbelasting 2016 Riet   13-10-20170535.pdf;N\:belasting\inkomsten\2016;;;;;belasting;inkomsten;2016;;Bezigheid;belasting;;;;Aanslagbiljet
BD brief 9-1-2-2018 Aanslag 20160536.pdf;N\:belasting\inkomsten\2016;;;;;belasting;inkomsten;2016;;Bezigheid;belasting;;;;Aanslagbiljet
BD CA uitstelaangifte inkomsntenbelasting   2016 Theo0537.pdf;N\:belasting\inkomsten\2016;;;;;belasting;inkomsten;2016;;Bezigheid;aangifte;;;;Aangifte
BD herinnering aangifte 2016 Riet   6-6-20170538.pdf;N\:belasting\inkomsten\2016;;;;;belasting;inkomsten;2016;;Bezigheid;aangifte;;;;Aangifte
BD Voorlopige aanslag inkomstenbelasting   2016 Riet 25-8-20170539.pdf;N\:belasting\inkomsten\2016;;;;;belasting;inkomsten;2016;;Bezigheid;belasting;;;;Aanslagbiljet
BD Voorlopige aanslag inkomstenbelasting   2016 Theo 20-10-20170540.pdf;N\:belasting\inkomsten\2016;;;;;belasting;inkomsten;2016;;Bezigheid;belasting;;;;Aanslagbiljet
BD Voorlopigeaanslag inkomstenbelasting   2016 Riet0541.pdf;N\:belasting\inkomsten\2016;;;;;belasting;inkomsten;2016;;Bezigheid;belasting;;;;Aanslagbiljet
BD Voorlopigeaanslag zorgverzekeringswet   Riet 25-8-20170542.pdf;N\:belasting\inkomsten\2016;;;;;belasting;inkomsten;2016;;Bezigheid;belasting;;;;Aanslagbiljet
BD Voorlopigeaanslag zorgverzekeringswet   Theo 20-10-20170543.pdf;N\:belasting\inkomsten\2016;;;;;belasting;inkomsten;2016;;Bezigheid;belasting;;;;Aanslagbiljet
BV voorlopige-aanslag-2016 Ink   Theo0544.pdf;N\:belasting\inkomsten\2016;;;;;belasting;inkomsten;2016;;Bezigheid;belasting;;;;Aanslagbiljet
Ontvangstbevestiging\_Aangifte\_inkomstenbelasting\_2016\_01-09-2017\_16.15u0545.pdf;N\:belasting\inkomsten\2016\aangifte;;;;;belasting;inkomsten;2016;aangifte;Bezigheid;aangifte;;;;Aangifte
prive0546.zip;N\:belasting\inkomsten\2016\aangifte;;;;;belasting;inkomsten;2016;aangifte;Bezigheid;aangifte;;;;Aangifte
Aangiftebriefinkomstenbelasting2016   Theo0547.pdf;N\:belasting\inkomsten\2017;;;;;belasting;inkomsten;2017;;Bezigheid;aangifte;;;;Aangifte
BD 14-12-2018 Aanslag 2017 Riet0548.pdf;N\:belasting\inkomsten\2017;;;;;belasting;inkomsten;2017;;Bezigheid;belasting;;;;Aanslagbiljet
BD Aangiftebrief 2016 dd 28022017   Riet0549.pdf;N\:belasting\inkomsten\2017;;;;;belasting;inkomsten;2017;;Bezigheid;aangifte;;;;Aangifte
BD aangiftebrief-inkomstenbelasting-2017   Theo0550.pdf;N\:belasting\inkomsten\2017;;;;;belasting;inkomsten;2017;;Bezigheid;aangifte;;;;Aangifte
BD def-aanslag-inkomstenbelasting-2017   24-9-2019 theo0551.pdf;N\:belasting\inkomsten\2017;;;;;belasting;inkomsten;2017;;Bezigheid;belasting;;;;Aanslagbiljet
BD Voorlopige aanslag 2017 31012017   theo0552.pdf;N\:belasting\inkomsten\2017;;;;;belasting;inkomsten;2017;;Bezigheid;belasting;;;;Aanslagbiljet
BD voorlopige aanslag 2017 Riet   030820180553.pdf;N\:belasting\inkomsten\2017;;;;;belasting;inkomsten;2017;;Bezigheid;belasting;;;;Aanslagbiljet
BD voorlopige aanslag 2017 Theo   030820180554.pdf;N\:belasting\inkomsten\2017;;;;;belasting;inkomsten;2017;;Bezigheid;belasting;;;;Aanslagbiljet
BD Voorlopigeaanslag inkomstenbelasting   2017 Riet0555.pdf;N\:belasting\inkomsten\2017;;;;;belasting;inkomsten;2017;;Bezigheid;belasting;;;;Aanslagbiljet
BD Voorlopigeaanslag inkomstenbelasting   2017 Theo0556.pdf;N\:belasting\inkomsten\2017;;;;;belasting;inkomsten;2017;;Bezigheid;belasting;;;;Aanslagbiljet
Aangifte\_IB\_2017\_20180619\_1233   Theo0557.pdf;N\:belasting\inkomsten\2017\Aangifte;;;;;belasting;inkomsten;2017;Aangifte;Bezigheid;aangifte;;;;Aangifte
Aangifte\_IB\_2017\_20180619\_1235   Riet0558.pdf;N\:belasting\inkomsten\2017\Aangifte;;;;;belasting;inkomsten;2017;Aangifte;Bezigheid;aangifte;;;;Aangifte
Belastingdienst ingevulde gegevens op   aangifte inkomstenbelasting 2017 Riet0559.pdf;N\:belasting\inkomsten\2017\Aangifte;;;;;belasting;inkomsten;2017;Aangifte;Bezigheid;aangifte;;;;Aangifte
Belastingdienst ingevulde gegevens op   aangifte inkomstenbelasting 2017 Theo0560.pdf;N\:belasting\inkomsten\2017\Aangifte;;;;;belasting;inkomsten;2017;Aangifte;Bezigheid;aangifte;;;;Aangifte
Ontvangstbevestiging\_Aangifte\_inkomstenbelasting\_2017\_19-06-2018\_15.33u   (1) Theo0561.pdf;N\:belasting\inkomsten\2017\Aangifte;;;;;belasting;inkomsten;2017;Aangifte;Bezigheid;aangifte;;;;Aangifte
Ontvangstbevestiging\_Aangifte\_inkomstenbelasting\_2017\_19-06-2018\_15.35u   (1) Riet0562.pdf;N\:belasting\inkomsten\2017\Aangifte;;;;;belasting;inkomsten;2017;Aangifte;Bezigheid;aangifte;;;;Aangifte
Ontvangstbevestiging\_Aangifte\_inkomstenbelasting\_2017\_24-06-2018\_15.02u   (1)0563.pdf;N\:belasting\inkomsten\2017\Aangifte;;;;;belasting;inkomsten;2017;Aangifte;Bezigheid;aangifte;;;;Aangifte
Ontvangstbevestiging\_Aangifte\_inkomstenbelasting\_2017\_24-06-2018\_15.06u0564.pdf;N\:belasting\inkomsten\2017\Aangifte;;;;;belasting;inkomsten;2017;Aangifte;Bezigheid;aangifte;;;;Aangifte
BD 10-10-2019 definitieve aanslag 2018   theo0565.pdf;N\:belasting\inkomsten\2018;;;;;belasting;inkomsten;2018;;Bezigheid;belasting;;;;Aanslagbiljet
BD 20-6-2019 Voorlopige aanslag 2018   Riet0566.pdf;N\:belasting\inkomsten\2018;;;;;belasting;inkomsten;2018;;Bezigheid;belasting;;;;Aanslagbiljet
BD 20-6-2019 Voorlopige aanslag 2018   theo0567.pdf;N\:belasting\inkomsten\2018;;;;;belasting;inkomsten;2018;;Bezigheid;belasting;;;;Aanslagbiljet
BD 28-2-2019 Aangifte inkomstenbelasting   2018 Riet0568.pdf;N\:belasting\inkomsten\2018;;;;;belasting;inkomsten;2018;;Bezigheid;aangifte;;;;Aangifte
BD 28-2-2019 Aangifte inkomstenbelasting   2018 Theo0569.pdf;N\:belasting\inkomsten\2018;;;;;belasting;inkomsten;2018;;Bezigheid;aangifte;;;;Aangifte
BD definitierve anslag 2018 10-10-2019   Riet0570.pdf;N\:belasting\inkomsten\2018;;;;;belasting;inkomsten;2018;;Bezigheid;belasting;;;;
BD Mededeling 17-11-2018 openstaand   bedrag Theo0571.pdf;N\:belasting\inkomsten\2018;;;;;belasting;inkomsten;2018;;Bezigheid;belasting;;;;
BD Mededeling 20-12-2018   inkomstenbelasting 2018 Theo0572.pdf;N\:belasting\inkomsten\2018;;;;;belasting;inkomsten;2018;;Bezigheid;belasting;;;;
BD voorlopige-aanslag-2018 Ink   Theo0573.pdf;N\:belasting\inkomsten\2018;;;;;belasting;inkomsten;2018;;Bezigheid;belasting;;;;Aanslagbiljet
Brief 15-1-2019 Betalingsherinnering   Theo0574.pdf;N\:belasting\inkomsten\2018;;;;;belasting;inkomsten;2018;;Bezigheid;belasting;;;;Brief
Mededeling inkomstenbelasting premie   volksverz 2018-07-17 Theo0575.pdf;N\:belasting\inkomsten\2018;;;;;belasting;inkomsten;2018;;Bezigheid;belasting;;;;
Mededeling inkomstenbelasting premie   volksverz 2018-08-21 Theo0576.pdf;N\:belasting\inkomsten\2018;;;;;belasting;inkomsten;2018;;Bezigheid;belasting;;;;
Mededeling inkomstenbelasting premie   volksverz 2018-09-20 Theo0577.pdf;N\:belasting\inkomsten\2018;;;;;belasting;inkomsten;2018;;Bezigheid;belasting;;;;
Mededeling inkomstenbelasting premie   volksverz 2018-10-18 Theo0578.pdf;N\:belasting\inkomsten\2018;;;;;belasting;inkomsten;2018;;Bezigheid;belasting;;;;
Aangifte\_IB\_2018\_20190324\_1757 (1)   Riet0579.pdf;N\:belasting\inkomsten\2018\aangifte;;;;;belasting;inkomsten;2018;aangifte;Bezigheid;aangifte;;;;Aangifte
Aangifte\_IB\_2018\_20190327\_1123 (1)   Theo0580.pdf;N\:belasting\inkomsten\2018\aangifte;;;;;belasting;inkomsten;2018;aangifte;Bezigheid;aangifte;;;;Aangifte
Ontvangstbevestiging\_Aangifte\_inkomstenbelasting\_2018\_31-03-2019\_12.57u0581.pdf;N\:belasting\inkomsten\2018\aangifte;;;;;belasting;inkomsten;2018;aangifte;Bezigheid;aangifte;;;;Aangifte
Ontvangstbevestiging\_Aangifte\_inkomstenbelasting\_2018\_31-03-2019\_13.00u0582.pdf;N\:belasting\inkomsten\2018\aangifte;;;;;belasting;inkomsten;2018;aangifte;Bezigheid;aangifte;;;;Aangifte
Aangifte\_inkomstenbelasting\_2019\_26-03-2020\_11.34u0583.pdf;N\:belasting\inkomsten\2019;;;;;belasting;inkomsten;2019;;Bezigheid;aangifte;;;;Aangifte
Aanslag\_inkomstenbelasting\_2019\_16-05-2020   Theo0584.pdf;N\:belasting\inkomsten\2019;;;;;belasting;inkomsten;2019;;Bezigheid;belasting;;;;Aanslagbiljet
BD 31-1-2019 Voorlopige aanslag 2019   Theo0585.pdf;N\:belasting\inkomsten\2019;;;;;belasting;inkomsten;2019;;Bezigheid;belasting;;;;Aanslagbiljet
BD Brief 25-1-2019 bevestigign   machtiging0586.pdf;N\:belasting\inkomsten\2019;;;;;belasting;inkomsten;2019;;Bezigheid;belasting;;;;Brief
Beschikking\_VA\_17-12-2018\_00.00u   Theo0587.pdf;N\:belasting\inkomsten\2019;;;;;belasting;inkomsten;2019;;Bezigheid;belasting;;;;
Def-aanslag-inkomstenbelasting-2019   theo0588.pdf;N\:belasting\inkomsten\2019;;;;;belasting;inkomsten;2019;;Bezigheid;belasting;;;;Aanslagbiljet
Aangiftebrief 2019 dd 28-02-2020   riet0589.pdf;N\:belasting\inkomsten\2020;;;;;belasting;inkomsten;2020;;Bezigheid;aangifte;;;;Aangifte
Aangiftebrief 2019 dd 28-02-2020   theo0590.pdf;N\:belasting\inkomsten\2020;;;;;belasting;inkomsten;2020;;Bezigheid;aangifte;;;;Aangifte
Aangifte\_inkomstenbelasting\_2020\_07-04-2021\_16.12u   riet en theo0591.pdf;N\:belasting\inkomsten\2020;;;;;belasting;inkomsten;2020;;Bezigheid;aangifte;;;;Aangifte
BD voorlop[ige aanslag 2020 15022020   theo0592.pdf;N\:belasting\inkomsten\2020;;;;;belasting;inkomsten;2020;;Bezigheid;belasting;;;;Aanslagbiljet
Geen voorlopige aanslag 2021 28-12-2020   Riet0593.pdf;N\:belasting\inkomsten\2020;;;;;belasting;inkomsten;2020;;Bezigheid;belasting;;;;Aanslagbiljet
Ontvangstbevestiging\_Verzoek\_of\_wijziging\_voorlopige\_aanslag\_2020\_08-01-2020\_11.30u   Theo0594.pdf;N\:belasting\inkomsten\2020;;;;;belasting;inkomsten;2020;;Bezigheid;belasting;;;;Aanslagbiljet
Aangiftebrief inkomstenbelasting 2020   riet0595.pdf;N\:belasting\inkomsten\2021;;;;;belasting;inkomsten;2021;;Bezigheid;aangifte;;;;Aangifte
Aangiftebrief inkomstenbelasting 2020   theo0596.pdf;N\:belasting\inkomsten\2021;;;;;belasting;inkomsten;2021;;Bezigheid;aangifte;;;;Aangifte
BD Aanslag 2021 theo 240620220597.pdf;N\:belasting\inkomsten\2021;;;;;belasting;inkomsten;2021;;Bezigheid;belasting;;;;Aanslagbiljet
BD definitieve aanslag 2021 riet   240620220598.pdf;N\:belasting\inkomsten\2021;;;;;belasting;inkomsten;2021;;Bezigheid;belasting;;;;Aanslagbiljet
Brief 1è termijn auto incasso   inkomstenbelasting 120320210599.pdf;N\:belasting\inkomsten\2021;;;;;belasting;inkomsten;2021;;Bezigheid;belasting;;;;Brief
Brief machtiging incasso   inkomstenbelasting 090320210600.pdf;N\:belasting\inkomsten\2021;;;;;belasting;inkomsten;2021;;Bezigheid;belasting;;;;Brief
Ontvangstbevestiging\_Verzoek\_of\_wijziging\_voorlopige\_aanslag\_2021\_13-01-2021\_15.40u0601.pdf;N\:belasting\inkomsten\2021;;;;;belasting;inkomsten;2021;;Bezigheid;belasting;;;;Aanslagbiljet
Verelening doorlopende maxhtiging 2021   theo0602.pdf;N\:belasting\inkomsten\2021;;;;;belasting;inkomsten;2021;;Bezigheid;belasting;;;;
Voorlopige aanslag 2021 Theo0603.pdf;N\:belasting\inkomsten\2021;;;;;belasting;inkomsten;2021;;Bezigheid;belasting;;;;Aanslagbiljet
Wijziging voorlopige aanslag 2021   Theo0604.pdf;N\:belasting\inkomsten\2021;;;;;belasting;inkomsten;2021;;Bezigheid;belasting;;;;Aanslagbiljet
Aangifte\_inkomstenbelasting\_2021\_03-05-2022\_21.28u0605.pdf;N\:belasting\inkomsten\2021\aangifte;;;;;belasting;inkomsten;2021;aangifte;Bezigheid;aangifte;;;;Aangifte
Shields up on potentially unwanted   applications in your enterprise2872.docx;N\:programmatuur\programeren\Windows 10;;;;;programmatuur;programeren;Windows 10;;Bezigheid;programmeren;;;;
IYWDA2\_240502202253259 tickets   040520242873.pdf;N\:vervoer\BlaBlaCar;;;;;vervoer;BlaBlaCar;;;"Geval; Bezigheid";vervoer;Dienstverlener;;;
Annulering-3158803292 020520242874.pdf;N\:vervoer\Flixbus;;;;;vervoer;Flixbus;;;"Geval; Bezigheid";vervoer;Dienstverlener;;;
Factuur-3158803292 020520242875.pdf;N\:vervoer\Flixbus;;;;;vervoer;Flixbus;;;"Geval; Bezigheid";vervoer;Dienstverlener;;;Factuur
531867bd-8037-439e-9ca0-44df541e3fea2674.pdf;N\:overheid\Warmtefonds;;;;;overheid;Warmtefonds;;;Geval;;Overheid;Warmtefonds;;
Aanmeldformulier btw-teruggave Twentse   Energiegroep & Nationale Belasting Adviseurs2675.pdf;N\:overheid\Warmtefonds;;;;;overheid;Warmtefonds;;;Geval;;Overheid;Warmtefonds;;
12991716\_3025960762499.pdf;N\:leverancier\internet\ZIGGO;;;;;leverancier;internet;ZIGGO;;Bezigheid;abonnement;;ZIGGO;;
472371096 Ziggo Factuur 29-1-20162500.pdf;N\:leverancier\internet\ZIGGO;;;;;leverancier;internet;ZIGGO;;Bezigheid;abonnement;;ZIGGO;;Factuur
474916506 ziggo factuur 26-2-20162501.pdf;N\:leverancier\internet\ZIGGO;;;;;leverancier;internet;ZIGGO;;Bezigheid;abonnement;;ZIGGO;;Factuur
477471995 ziggo factuur 30-320162502.pdf;N\:leverancier\internet\ZIGGO;;;;;leverancier;internet;ZIGGO;;Bezigheid;abonnement;;ZIGGO;;Factuur
Wijziging SMTP naam bij XS4ALL2486.docx;N\:leverancier\internet\XS4ALL;;;;;leverancier;internet;XS4ALL;;Bezigheid;abonnement;;XS4ALL;;
XS4ALL brief ABONNEMENT NA KPN OMZETTING   010620222487.pdf;N\:leverancier\internet\XS4ALL;;;;;leverancier;internet;XS4ALL;;Bezigheid;abonnement;;XS4ALL;;Brief
XS4ALL brief omzetten naar KPN   090620222488.pdf;N\:leverancier\internet\XS4ALL;;;;;leverancier;internet;XS4ALL;;Bezigheid;abonnement;;XS4ALL;;Brief
XS4ALL Een eigen mailserver of   Proxyserver2489.doc;N\:leverancier\internet\XS4ALL;;;;;leverancier;internet;XS4ALL;;Bezigheid;abonnement;;XS4ALL;;E-mail
XS4ALL   overzicht-wijzigingen-verhuizing2490.pdf;N\:leverancier\internet\XS4ALL;;;;;leverancier;internet;XS4ALL;;Bezigheid;abonnement;;XS4ALL;;
XS4ALL\_20180813\_56425396 (1)2491.pdf;N\:leverancier\internet\XS4ALL;;;;;leverancier;internet;XS4ALL;;Bezigheid;abonnement;;XS4ALL;;
XS4ALL\_20210513\_637358842492.pdf;N\:leverancier\internet\XS4ALL;;;;;leverancier;internet;XS4ALL;;Bezigheid;abonnement;;XS4ALL;;
XS4ALL\_20210713\_641498952493.pdf;N\:leverancier\internet\XS4ALL;;;;;leverancier;internet;XS4ALL;;Bezigheid;abonnement;;XS4ALL;;
XS4ALL\_20210813\_643549932494.pdf;N\:leverancier\internet\XS4ALL;;;;;leverancier;internet;XS4ALL;;Bezigheid;abonnement;;XS4ALL;;
XS4ALL\_20210913\_645580012495.pdf;N\:leverancier\internet\XS4ALL;;;;;leverancier;internet;XS4ALL;;Bezigheid;abonnement;;XS4ALL;;
XS4ALL\_Bedankt2496.pdf;N\:leverancier\internet\XS4ALL;;;;;leverancier;internet;XS4ALL;;Bezigheid;abonnement;;XS4ALL;;
12991716\_288663045 factuur   17-8-20162497.pdf;N\:leverancier\internet\ZIGGO;;;;;leverancier;internet;ZIGGO;;Bezigheid;abonnement;;ZIGGO;;Factuur
12991716\_298457299 dec 20162498.pdf;N\:leverancier\internet\ZIGGO;;;;;leverancier;internet;ZIGGO;;Bezigheid;abonnement;;ZIGGO;;
de Rechtspraak bijlage-2019-eerste-helft   bij het rapport van de Expertgroep Alimentatienormen1524.pdf;N\:gezin\Thijs;;;;;gezin;Thijs;;;Kwestie;;;;gezin;Rapport
de REchtspraak draagkrachttabel-2019 tot   AOW-leeftijd1525.pdf;N\:gezin\Thijs;;;;;gezin;Thijs;;;Kwestie;;;;gezin;
de Rechtspraak   tremarapport-versie-2019-januari1526.pdf;N\:gezin\Thijs;;;;;gezin;Thijs;;;Kwestie;;;;gezin;Rapport
De ridder op het zwarte paard1527.pdf;N\:gezin\Thijs;;;;;gezin;Thijs;;;Kwestie;;;;gezin;
Declaratie bonnen Steq Thijs   151220241528.docx;N\:gezin\Thijs;;;;;gezin;Thijs;;;Kwestie;;;;gezin;
SpringerDesign of Image Processing   Embedded Systems Using Multidimensional Data Flow 20112206.pdf;N\:kursus\Python;;;;;kursus;Python;;;Bezigheid;Python;;;;
Starting Out With  Python Second Edition2207.pdf;N\:kursus\Python;;;;;kursus;Python;;;Bezigheid;Python;;;;
The.Definitive.Guide.to.Jython.Python.for.the.Java.Platform.Josh.Juneau.20102208.pdf;N\:kursus\Python;;;;;kursus;Python;;;Bezigheid;Python;;;;
The.Quick.Python.Book.2nd.Edition.Vernon.L.Ceder.20102209.pdf;N\:kursus\Python;;;;;kursus;Python;;;Bezigheid;Python;;;;
Think Complexity2210.pdf;N\:kursus\Python;;;;;kursus;Python;;;Bezigheid;Python;;;;
thinkpython2211.pdf;N\:kursus\Python;;;;;kursus;Python;;;Bezigheid;Python;;;;
Turnquist Greg L. - Python Testing   Cookbook - 20112212.pdf;N\:kursus\Python;;;;;kursus;Python;;;Bezigheid;Python;;;;
wxPython.in.Action.Noel.Rappin.20062213.pdf;N\:kursus\Python;;;;;kursus;Python;;;Bezigheid;Python;;;;
c-api2214.pdf;N\:kursus\Python\Python 3p11 docs-pdf;;;;;kursus;Python;Python 3p11 docs-pdf;;Bezigheid;Python;;;;
distributing2215.pdf;N\:kursus\Python\Python 3p11 docs-pdf;;;;;kursus;Python;Python 3p11 docs-pdf;;Bezigheid;Python;;;;
extending2216.pdf;N\:kursus\Python\Python 3p11 docs-pdf;;;;;kursus;Python;Python 3p11 docs-pdf;;Bezigheid;Python;;;;
faq2217.pdf;N\:kursus\Python\Python 3p11 docs-pdf;;;;;kursus;Python;Python 3p11 docs-pdf;;Bezigheid;Python;;;;
howto-annotations2218.pdf;N\:kursus\Python\Python 3p11 docs-pdf;;;;;kursus;Python;Python 3p11 docs-pdf;;Bezigheid;Python;;;;Factuur
howto-argparse2219.pdf;N\:kursus\Python\Python 3p11 docs-pdf;;;;;kursus;Python;Python 3p11 docs-pdf;;Bezigheid;Python;;;;
howto-clinic2220.pdf;N\:kursus\Python\Python 3p11 docs-pdf;;;;;kursus;Python;Python 3p11 docs-pdf;;Bezigheid;Python;;;;
howto-cporting2221.pdf;N\:kursus\Python\Python 3p11 docs-pdf;;;;;kursus;Python;Python 3p11 docs-pdf;;Bezigheid;Python;;;;
howto-curses2222.pdf;N\:kursus\Python\Python 3p11 docs-pdf;;;;;kursus;Python;Python 3p11 docs-pdf;;Bezigheid;Python;;;;
howto-descriptor2223.pdf;N\:kursus\Python\Python 3p11 docs-pdf;;;;;kursus;Python;Python 3p11 docs-pdf;;Bezigheid;Python;;;;
howto-enum2224.pdf;N\:kursus\Python\Python 3p11 docs-pdf;;;;;kursus;Python;Python 3p11 docs-pdf;;Bezigheid;Python;;;;
howto-functional2225.pdf;N\:kursus\Python\Python 3p11 docs-pdf;;;;;kursus;Python;Python 3p11 docs-pdf;;Bezigheid;Python;;;;
howto-instrumentation2226.pdf;N\:kursus\Python\Python 3p11 docs-pdf;;;;;kursus;Python;Python 3p11 docs-pdf;;Bezigheid;Python;;;;
howto-ipaddress2227.pdf;N\:kursus\Python\Python 3p11 docs-pdf;;;;;kursus;Python;Python 3p11 docs-pdf;;Bezigheid;Python;;;;
howto-isolating-extensions2228.pdf;N\:kursus\Python\Python 3p11 docs-pdf;;;;;kursus;Python;Python 3p11 docs-pdf;;Bezigheid;Python;;;;
